Date,Open,High,Low,Close,Adj Close,Volume
2020-01-23,3317.250000,3327.000000,3301.250000,3326.000000,3326.000000,1717046
2020-01-24,3326.500000,3337.000000,3280.500000,3293.500000,3293.500000,2515168
2020-01-26,3269.750000,3269.750000,3252.250000,3258.500000,3258.500000,3392426
2020-01-27,3269.750000,3269.750000,3233.000000,3239.500000,3239.500000,2581636
2020-01-28,3239.500000,3285.000000,3238.750000,3278.250000,3278.250000,1910878
2020-01-29,3281.750000,3292.750000,3265.250000,3272.500000,3272.500000,1665382
2020-01-30,3271.500000,3295.250000,3239.750000,3289.750000,3289.750000,2421276
2020-01-31,3292.000000,3297.500000,3212.750000,3224.000000,3224.000000,3152069
2020-02-02,3222.750000,3236.250000,3222.000000,3231.000000,3231.000000,2120471
2020-02-03,3222.750000,3267.250000,3222.000000,3245.500000,3245.500000,1919477
2020-02-04,3244.250000,3305.250000,3236.000000,3299.500000,3299.500000,1698403
2020-02-05,3300.250000,3338.000000,3288.250000,3335.000000,3335.000000,2046111
2020-02-06,3337.000000,3357.750000,3332.500000,3345.250000,3345.250000,1462323
2020-02-07,3349.000000,3350.000000,3320.750000,3325.500000,3325.500000,1698940
2020-02-09,3322.250000,3329.250000,3303.500000,3311.750000,3311.750000,1442939
2020-02-10,3322.250000,3353.500000,3303.500000,3353.000000,3353.000000,1399815
2020-02-11,3351.000000,3374.500000,3349.250000,3357.500000,3357.500000,1486164
2020-02-12,3360.500000,3381.500000,3355.500000,3380.500000,3380.500000,1229231
2020-02-13,3381.250000,3384.750000,3348.500000,3377.500000,3377.500000,1772784
2020-02-14,3379.500000,3388.500000,3365.250000,3381.000000,3381.000000,1334897
2020-02-16,3382.250000,3389.500000,3382.000000,3388.250000,3388.250000,441298
2020-02-18,3382.250000,3392.500000,3355.250000,3369.250000,3369.250000,1735931
2020-02-19,3372.000000,3393.750000,3370.750000,3387.250000,3387.250000,1163426
2020-02-20,3391.750000,3397.500000,3339.250000,3369.250000,3369.250000,2073749
2020-02-21,3367.000000,3369.250000,3328.000000,3339.250000,3339.250000,2293728
2020-02-23,3309.000000,3312.000000,3289.500000,3299.250000,3299.250000,3029530
2020-02-24,3309.000000,3312.000000,3213.750000,3226.250000,3226.250000,3636687
2020-02-25,3223.000000,3259.500000,3117.250000,3132.500000,3132.500000,4375530
2020-02-26,3138.000000,3182.000000,3091.000000,3110.250000,3110.250000,3889097
2020-02-27,3100.250000,3117.000000,2944.500000,2957.000000,2957.000000,4734434
2020-02-28,2950.000000,2996.000000,2853.250000,2951.000000,2951.000000,5715227
2020-03-01,2950.000000,2996.000000,2853.250000,2957.000000,2957.000000,5499126
2020-03-02,2900.000000,3093.250000,2889.250000,3065.000000,3065.000000,3689149
2020-03-03,3077.000000,3137.000000,2973.000000,2997.000000,2997.000000,3754363
2020-03-04,2988.250000,3129.500000,2976.500000,3114.750000,3114.750000,2590464
2020-03-05,3109.250000,3113.750000,2996.500000,3015.500000,3015.500000,2807262
2020-03-06,3024.250000,3037.000000,2898.000000,2964.000000,2964.000000,3163400
2020-03-08,3024.250000,3037.000000,2898.000000,3015.500000,3015.500000,3010973
2020-03-09,2916.000000,2916.000000,2715.000000,2747.750000,2747.750000,2672753
2020-03-10,2733.000000,2884.750000,2695.250000,2865.750000,2865.750000,3423140
2020-03-11,2859.500000,2869.500000,2702.750000,2740.250000,2740.250000,2992894
2020-03-12,2738.000000,2774.000000,2442.500000,2469.000000,2469.000000,4366577
2020-03-13,2429.500000,2707.750000,2393.500000,2696.000000,2696.000000,3423449
2020-03-15,2429.500000,2707.750000,2393.500000,2468.899902,2468.899902,3295273
2020-03-16,2673.750000,2675.000000,2360.250000,2416.250000,2416.250000,2378284
2020-03-17,2417.250000,2554.500000,2365.000000,2495.500000,2495.500000,1683796
2020-03-18,2478.500000,2498.000000,2274.750000,2414.000000,2414.000000,976536
2020-03-19,2414.250000,2474.000000,2288.000000,2403.250000,2403.250000,631228
2020-03-20,2364.250000,2512.750000,2346.250000,2437.979980,2437.979980,3075997
2020-03-22,2220.250000,2229.000000,2174.000000,2191.500000,2191.500000,3393230
2020-03-23,2220.250000,2386.000000,2174.000000,2220.500000,2220.500000,3076791
2020-03-24,2233.250000,2447.750000,2230.500000,2438.000000,2438.000000,2639522
2020-03-25,2442.750000,2560.750000,2386.000000,2467.000000,2467.000000,3037767
2020-03-26,2471.000000,2625.750000,2402.250000,2608.000000,2608.000000,2413913
2020-03-27,2627.750000,2634.500000,2505.250000,2524.000000,2524.000000,2320755
2020-03-29,2459.000000,2498.250000,2445.000000,2494.750000,2494.750000,6316426
2020-03-30,2459.000000,2621.750000,2445.000000,2611.250000,2611.250000,1837692
2020-03-31,2613.250000,2635.750000,2555.750000,2569.750000,2569.750000,2248012
2020-04-01,2562.000000,2562.250000,2434.250000,2448.000000,2448.000000,2091378
2020-04-02,2459.000000,2525.000000,2424.750000,2516.500000,2516.500000,2145458
2020-04-03,2513.750000,2529.500000,2449.000000,2482.750000,2482.750000,1763886
2020-04-05,null,null,null,null,null,null
2020-04-06,2485.000000,2668.500000,2484.750000,2644.500000,2644.500000,2034419
2020-04-07,2645.500000,2750.000000,2623.500000,2642.000000,2642.000000,2486524
2020-04-08,2640.500000,2752.500000,2620.750000,2735.000000,2735.000000,1920688
2020-04-09,2737.750000,2809.500000,2701.000000,2779.750000,2779.750000,2342733
2020-04-12,2811.000000,2819.500000,2717.250000,2742.500000,2742.500000,5538554
2020-04-13,2811.000000,2819.500000,2711.000000,2759.250000,2759.250000,1571402
2020-04-14,2760.000000,2846.000000,2752.500000,2843.000000,2843.000000,1716496
2020-04-15,2843.750000,2845.500000,2751.250000,2775.000000,2775.000000,1831570
2020-04-16,2767.750000,2831.500000,2746.000000,2787.500000,2787.500000,1749108
2020-04-17,2863.000000,2885.000000,2821.000000,2870.000000,2870.000000,1924019
2020-04-19,2848.750000,2853.500000,2842.000000,2847.500000,2847.500000,2620971
2020-04-20,2861.500000,2875.500000,2804.250000,2806.500000,2806.500000,1566934
2020-04-21,2807.000000,2833.250000,2717.250000,2732.000000,2732.000000,1969844
2020-04-22,2737.250000,2808.000000,2717.250000,2788.500000,2788.500000,1369529
2020-04-23,2790.500000,2836.750000,2772.750000,2780.750000,2780.750000,1703918
2020-04-24,2777.000000,2835.000000,2755.250000,2829.500000,2829.500000,1293756
2020-04-26,2824.250000,2825.000000,2812.750000,2817.500000,2817.500000,2218412
2020-04-27,2829.000000,2881.250000,2812.750000,2869.000000,2869.000000,1224445
2020-04-28,2867.750000,2913.500000,2851.000000,2867.250000,2867.250000,1614021
2020-04-29,2870.500000,2959.750000,2860.750000,2941.000000,2941.000000,1737371
2020-04-30,2956.500000,2965.000000,2878.000000,2902.500000,2902.500000,2027924
2020-05-01,2871.500000,2879.750000,2811.750000,2821.750000,2821.750000,1647259
2020-05-03,2789.000000,2797.000000,2773.000000,2776.250000,2776.250000,4799147
2020-05-04,2789.000000,2835.750000,2771.000000,2825.250000,2825.250000,1510680
2020-05-05,2827.000000,2889.750000,2824.500000,2858.250000,2858.250000,1474765
2020-05-06,2857.750000,2886.250000,2832.000000,2833.500000,2833.500000,1466641
2020-05-07,2832.000000,2895.000000,2823.000000,2880.000000,2880.000000,1494330
2020-05-08,2882.000000,2933.000000,2879.750000,2928.500000,2928.500000,1326254
2020-05-10,2920.750000,2939.000000,2916.000000,2936.250000,2936.250000,2169711
2020-05-11,2920.750000,2947.000000,2889.750000,2922.750000,2922.750000,1528302
2020-05-12,2919.250000,2939.250000,2838.000000,2852.500000,2852.500000,1824303
2020-05-13,2839.750000,2876.750000,2786.000000,2813.000000,2813.000000,2591379
2020-05-14,2820.250000,2853.750000,2760.250000,2847.000000,2847.000000,2501222
2020-05-15,2846.250000,2863.500000,2809.500000,2846.500000,2846.500000,1897194
2020-05-17,2859.750000,2873.750000,2850.000000,2868.250000,2868.250000,2066682
2020-05-18,2859.750000,2964.750000,2850.000000,2948.000000,2948.000000,1775433
2020-05-19,2945.000000,2976.250000,2914.250000,2918.750000,2918.750000,1567224
2020-05-20,2913.500000,2975.750000,2908.500000,2968.500000,2968.500000,1532404
2020-05-21,2972.250000,2973.500000,2933.000000,2937.000000,2937.000000,1608225
2020-05-22,2936.750000,2957.500000,2903.750000,2953.000000,2953.000000,1377263
2020-05-24,2965.500000,2969.500000,2962.250000,2967.000000,2967.000000,851283
2020-05-26,2948.500000,3019.750000,2947.500000,2994.500000,2994.500000,1797241
2020-05-27,2994.000000,3039.500000,2965.500000,3035.500000,3035.500000,2109332
2020-05-28,3035.000000,3065.500000,3019.500000,3038.000000,3038.000000,1881295
2020-05-29,3036.000000,3058.250000,2992.000000,3042.000000,3042.000000,2258009
2020-05-31,3029.750000,3034.750000,3008.000000,3025.500000,3025.500000,5007149
2020-06-01,3029.750000,3059.000000,3008.000000,3054.000000,3054.000000,1277803
2020-06-02,3052.750000,3079.000000,3035.000000,3077.000000,3077.000000,1458830
2020-06-03,3078.000000,3129.500000,3074.250000,3117.750000,3117.750000,1623708
2020-06-04,3117.750000,3126.750000,3087.500000,3110.500000,3110.500000,1830904
2020-06-05,3113.250000,3210.500000,3106.500000,3186.750000,3186.750000,2444330
2020-06-07,3192.500000,3211.500000,3187.500000,3208.750000,3208.750000,2791007
2020-06-08,3192.500000,3231.250000,3183.250000,3227.500000,3227.500000,1602601
2020-06-09,3227.750000,3231.000000,3190.000000,3205.500000,3205.500000,1695764
2020-06-10,3204.750000,3227.250000,3179.750000,3186.000000,3186.000000,1996065
2020-06-11,3183.750000,3188.500000,2996.250000,3010.250000,3010.250000,3528726
2020-06-12,3011.750000,3087.750000,2982.000000,3034.750000,3034.750000,2872339
2020-06-14,2992.750000,3008.750000,2980.750000,2994.500000,2994.500000,2968059
2020-06-15,2992.750000,3079.250000,2935.000000,3073.000000,3073.000000,1947459
2020-06-16,3076.250000,3167.750000,3071.250000,3128.750000,3128.750000,1377224
2020-06-17,3122.000000,3157.750000,3105.000000,3118.000000,3118.000000,610877
2020-06-18,3115.000000,3130.500000,3075.250000,3109.000000,3109.000000,373718
2020-06-19,3108.250000,3196.000000,3106.750000,3161.260010,3161.260010,1952273
2020-06-21,3040.250000,3055.750000,3027.250000,3054.250000,3054.250000,4272275
2020-06-22,3040.250000,3114.250000,3027.250000,3110.750000,3110.750000,1392325
2020-06-23,3111.750000,3145.750000,3060.000000,3118.500000,3118.500000,1528485
2020-06-24,3113.250000,3128.500000,3019.750000,3049.000000,3049.000000,2387916
2020-06-25,3046.750000,3079.500000,3005.000000,3070.750000,3070.750000,1967245
2020-06-26,3071.250000,3082.000000,2992.500000,3007.000000,3007.000000,2208418
2020-06-28,2986.250000,3004.250000,2983.500000,3002.750000,3002.750000,3532799
2020-06-29,2986.250000,3051.250000,2983.500000,3047.750000,3047.750000,1585146
2020-06-30,3046.000000,3101.250000,3030.250000,3090.250000,3090.250000,1724164
2020-07-01,3085.250000,3117.750000,3062.750000,3103.000000,3103.000000,1537321
2020-07-02,3101.750000,3156.500000,3095.500000,3129.000000,3129.000000,1552517
2020-07-05,3121.250000,3134.500000,3115.500000,3133.750000,3133.750000,1414204
2020-07-06,3125.250000,3174.500000,3105.750000,3172.000000,3172.000000,1459512
2020-07-07,3170.000000,3184.000000,3132.500000,3136.500000,3136.500000,1333466
2020-07-08,3135.250000,3166.250000,3125.500000,3163.500000,3163.500000,1527612
2020-07-09,3166.250000,3170.750000,3105.250000,3141.000000,3141.000000,1881833
2020-07-10,3142.250000,3181.250000,3111.500000,3178.500000,3178.500000,1408591
2020-07-12,3183.500000,3199.000000,3183.500000,3190.500000,3190.500000,2577157
2020-07-13,3183.500000,3226.250000,3140.500000,3148.250000,3148.250000,2074726
2020-07-14,3149.750000,3192.250000,3119.000000,3183.500000,3183.500000,2256766
2020-07-15,3204.000000,3233.250000,3192.000000,3219.500000,3219.500000,1937696
2020-07-16,3223.250000,3228.500000,3188.500000,3194.500000,3194.500000,1471311
2020-07-17,3198.500000,3225.250000,3194.750000,3214.000000,3214.000000,1261113
2020-07-19,3214.500000,3222.000000,3212.250000,3221.750000,3221.750000,1392576
2020-07-20,3214.500000,3250.500000,3190.250000,3245.250000,3245.250000,1401168
2020-07-21,3243.750000,3273.250000,3239.250000,3251.250000,3251.250000,1463931
2020-07-22,3249.250000,3271.750000,3227.250000,3265.500000,3265.500000,1354244
2020-07-23,3267.750000,3284.500000,3214.250000,3227.500000,3227.500000,1704453
2020-07-24,3230.000000,3239.000000,3191.500000,3204.000000,3204.000000,1761346
2020-07-26,3210.750000,3213.500000,3192.000000,3201.000000,3201.000000,2737447
2020-07-27,3210.750000,3235.000000,3192.000000,3232.250000,3232.250000,1299512
2020-07-28,3235.000000,3246.750000,3208.000000,3213.000000,3213.000000,1375293
2020-07-29,3215.000000,3257.000000,3204.250000,3252.500000,3252.500000,1218031
2020-07-30,3256.750000,3269.000000,3195.000000,3248.750000,3248.750000,2000721
2020-07-31,3269.250000,3273.750000,3212.500000,3263.500000,3263.500000,2282794
2020-08-02,3272.000000,3273.750000,3255.750000,3264.750000,3264.750000,1799547
2020-08-03,3272.000000,3295.500000,3254.750000,3288.500000,3288.500000,1250449
2020-08-04,3290.750000,3300.500000,3271.000000,3300.000000,3300.000000,1145269
2020-08-05,3300.750000,3323.250000,3292.000000,3316.000000,3316.000000,1116787
2020-08-06,3317.000000,3345.500000,3300.500000,3344.250000,3344.250000,1346665
2020-08-07,3343.750000,3347.750000,3322.250000,3344.750000,3344.750000,1615367
2020-08-09,3347.000000,3347.000000,3335.000000,3341.500000,3341.500000,1791677
2020-08-10,3347.000000,3357.250000,3329.000000,3352.750000,3352.750000,1201751
2020-08-11,3350.250000,3379.000000,3319.500000,3330.000000,3330.000000,1733040
2020-08-12,3339.500000,3382.500000,3326.250000,3370.000000,3370.000000,1408718
2020-08-13,3367.750000,3382.000000,3357.500000,3367.750000,3367.750000,1205758
2020-08-14,3369.250000,3380.500000,3350.000000,3361.500000,3361.500000,1205758
2020-08-16,3366.000000,3369.000000,3365.500000,3368.250000,3368.250000,646683
2020-08-17,3371.750000,3387.000000,3364.750000,3385.000000,3385.000000,257177311
2020-08-18,3380.500000,3390.750000,3365.250000,3388.250000,3388.250000,363179952
2020-08-19,3392.250000,3395.750000,3362.250000,3363.000000,3363.000000,345612988
2020-08-20,3354.750000,3388.250000,3349.250000,3387.750000,3387.750000,434179648
2020-08-21,3389.000000,3396.250000,3356.750000,3391.500000,3391.500000,421855729
2020-08-23,3398.750000,3401.500000,3395.000000,3399.000000,3399.000000,1613848
